worlwide_gross_income,imdb_mean_vote,quantity
137546281.0,6.2,1.0
137546281.0,6.2,1.0
137546281.0,6.2,1.0
137432470.0,7.3,2.0
137426977.0,7.8,2.0
137346827.0,7.0,2.0
137184517.0,5.7,1.0
137184517.0,5.7,1.0
137184517.0,5.7,1.0
137184517.0,5.7,1.0
137184517.0,5.7,1.0
137184517.0,5.7,1.0
137184517.0,5.7,1.0
137184517.0,5.7,1.0
137184517.0,5.7,1.0
136938201.0,6.5,9.0
136772800.0,6.2,4.0
136692358.0,7.2,6.0
136596186.0,6.7,4.0
136444056.0,6.6,2.0
136204055.0,6.6,3.0
135848551.0,6.3,2.0
135828047.0,4.6,2.0
135805941.0,6.5,3.0
135804533.0,7.6,1.0
135804533.0,7.6,1.0
135804533.0,7.6,1.0
135804533.0,7.6,1.0
135764896.0,7.0,8.0
135344345.0,6.7,4.0
135322279.0,6.0,2.0
135252033.0,7.5,2.0
135173243.0,6.7,4.0
135160609.0,6.7,5.0
134965506.0,6.8,3.0
134822398.0,6.6,2.0
134799994.0,6.9,11.0
134710794.0,7.2,2.0
134688970.0,6.2,6.0
134545062.0,6.5,5.0
134366353.0,4.4,2.0
134366353.0,4.4,2.0
134345425.0,6.4,2.0
134269660.0,6.9,5.0
134085573.0,7.0,2.0
133969000.0,6.6,3.0
133966475.0,6.4,4.0
133862702.0,6.0,1.0
133862702.0,6.0,1.0
133862702.0,6.0,1.0
133862702.0,6.0,1.0
133862702.0,6.0,1.0
133744956.0,6.3,5.0
133627029.0,7.0,9.0
133618314.0,7.0,1.0
133618314.0,7.0,1.0
133618314.0,7.0,1.0
133618314.0,7.0,1.0
133618314.0,7.0,1.0
133618314.0,7.0,1.0
133614836.0,6.5,1.0
133614836.0,6.5,1.0
133614836.0,6.5,1.0
133614836.0,6.5,1.0
133614836.0,6.5,1.0
133614836.0,6.5,1.0
133614836.0,6.5,1.0
133614836.0,6.5,1.0
133599727.0,6.6,3.0
133526093.0,6.8,5.0
133504697.0,7.0,4.0
133445755.0,6.2,1.0
133445755.0,6.2,1.0
133445755.0,6.2,1.0
133445755.0,6.2,1.0
133445755.0,6.2,1.0
133445755.0,6.2,1.0
133445755.0,6.2,1.0
133445755.0,6.2,1.0
133445755.0,6.2,1.0
133445755.0,6.2,1.0
133267281.0,6.2,2.0
133264165.0,7.3,8.0
133124816.0,6.3,2.0
133086077.0,6.9,4.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
133039000.0,7.4,1.0
132785470.0,6.7,2.0
132704106.0,5.8,1.0
132704106.0,5.8,1.0
132704106.0,5.8,1.0
132704106.0,5.8,1.0
132704106.0,5.8,1.0
132704106.0,5.8,1.0
132704106.0,5.8,1.0
132653347.0,7.4,1.0
132653347.0,7.4,1.0
132653347.0,7.4,1.0
132653347.0,7.4,1.0
132653347.0,7.4,1.0
132653347.0,7.4,1.0
132653347.0,7.4,1.0
132653347.0,7.4,1.0
132653347.0,7.4,1.0
132653347.0,7.4,1.0
132431799.0,6.0,1.0
132431799.0,6.0,1.0
132431799.0,6.0,1.0
132431799.0,6.0,1.0
132431799.0,6.0,1.0
132431799.0,6.0,1.0
132431799.0,6.0,1.0
132431799.0,6.0,1.0
132431799.0,6.0,1.0
132431799.0,6.0,1.0
132396623.0,7.4,1.0
132396623.0,7.4,1.0
132396623.0,7.4,1.0
132396623.0,7.4,1.0
132396623.0,7.4,1.0
132396623.0,7.4,1.0
132396623.0,7.4,1.0
132289336.0,6.6,6.0
131948655.0,6.4,14.0
131678583.0,6.9,5.0
131644549.0,5.4,1.0
131644549.0,5.4,1.0
131644549.0,5.4,1.0
131644549.0,5.4,1.0
131644549.0,5.4,1.0
131644549.0,5.4,1.0
131644549.0,5.4,1.0
131644549.0,5.4,1.0
131619503.0,6.9,5.0
131582119.0,6.4,1.0
131582119.0,6.4,1.0
131582119.0,6.4,1.0
131582119.0,6.4,1.0
131582119.0,6.4,1.0
131582119.0,6.4,1.0
131461292.0,6.6,2.0
131453065.0,7.1,2.0
131115112.0,7.4,12.0
131089636.0,7.4,2.0
131042863.0,6.9,1.0
131042863.0,6.9,1.0
131042863.0,6.9,1.0
130977644.0,6.8,8.0
130900839.0,6.6,2.0
130844779.0,6.5,8.0
130650829.0,6.4,1.0
130650829.0,6.4,1.0
130650829.0,6.4,1.0
130650829.0,6.4,1.0
130650829.0,6.4,1.0
130650829.0,6.4,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130619283.0,6.6,1.0
130546069.0,6.3,4.0
130399353.0,6.2,4.0
130161732.0,8.0,1.0
130161732.0,8.0,1.0
130161732.0,8.0,1.0
130161732.0,8.0,1.0
130161732.0,8.0,1.0
130157407.0,6.8,2.0
130125081.0,6.0,2.0
130015343.0,5.3,2.0
129971782.0,7.4,2.0
129893432.0,7.0,2.0
129810280.0,6.5,3.0
129706856.0,5.7,3.0
129565934.0,7.3,3.0
129467867.0,6.0,1.0
129467867.0,6.0,1.0
129467867.0,6.0,1.0
129467867.0,6.0,1.0
129467867.0,6.0,1.0
129467867.0,6.0,1.0
129467867.0,6.0,1.0
129467867.0,6.0,1.0
129195580.0,7.1,10.0
129101083.0,6.6,10.0
128942554.0,6.9,13.0
128933409.0,6.7,5.0
128820566.0,7.0,3.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128764286.0,7.3,1.0
128754748.0,6.3,3.0
128744565.0,7.1,7.0
128408056.0,7.9,1.0
128313041.0,7.4,2.0
128279003.0,7.6,2.0
128160125.0,7.1,2.0
128080718.0,6.5,3.0
128080718.0,6.5,3.0
128071365.0,7.2,6.0
127861796.0,7.4,1.0
127861796.0,7.4,1.0
127861796.0,7.4,1.0
127861796.0,7.4,1.0
127861796.0,7.4,1.0
127861796.0,7.4,1.0
127861796.0,7.4,1.0
127844604.0,6.2,3.0
127757275.0,5.9,2.0
127725258.0,7.8,1.0
127725258.0,7.8,1.0
127725258.0,7.8,1.0
127725258.0,7.8,1.0
127725258.0,7.8,1.0
127547128.0,4.9,1.0
127547128.0,4.9,1.0
127547128.0,4.9,1.0
127547128.0,4.9,1.0
127547128.0,4.9,1.0
127547128.0,4.9,1.0
127547128.0,4.9,1.0
127547128.0,4.9,1.0
127547128.0,4.9,1.0
127452874.0,6.7,1.0
127452874.0,6.7,1.0
127452874.0,6.7,1.0
127452874.0,6.7,1.0
127452874.0,6.7,1.0
127452874.0,6.7,1.0
127452874.0,6.7,1.0
127311367.0,5.3,2.0
127131532.0,7.7,2.0
127125231.0,7.0,4.0
127108226.0,6.8,1.0
127108226.0,6.8,1.0
127108226.0,6.8,1.0
126938387.0,7.7,1.0
126938387.0,7.7,1.0
126938387.0,7.7,1.0
126938387.0,7.7,1.0
126938387.0,7.7,1.0
126938387.0,7.7,1.0
126938387.0,7.7,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126863379.0,6.9,1.0
126812788.0,7.0,2.0
126675071.0,6.7,4.0
126644161.0,6.7,3.0
126590439.0,7.0,2.0
126363118.0,6.2,3.0
126343355.0,6.2,3.0
126322931.0,6.2,2.0
126318252.0,7.1,5.0
126301431.0,7.6,1.0
126301431.0,7.6,1.0
126301431.0,7.6,1.0
126301431.0,7.6,1.0
126301431.0,7.6,1.0
126301431.0,7.6,1.0
126246863.0,7.7,1.0
126246863.0,7.7,1.0
126246863.0,7.7,1.0
126246863.0,7.7,1.0
126246863.0,7.7,1.0
126246863.0,7.7,1.0
126246863.0,7.7,1.0
126246863.0,7.7,1.0
126074481.0,6.4,2.0
126001398.0,7.0,2.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125975804.0,7.3,1.0
125929472.0,5.8,2.0
125817795.0,6.3,2.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125467479.0,6.9,1.0
125407229.0,6.6,2.0
125257539.0,6.2,2.0
124970660.0,6.7,4.0
124923547.0,6.1,5.0
124734378.0,7.2,2.0
124725975.0,6.1,2.0
124673103.0,5.8,6.0
124669833.0,6.6,1.0
124669833.0,6.6,1.0
124669833.0,6.6,1.0
124669833.0,6.6,1.0
124669833.0,6.6,1.0
124669833.0,6.6,1.0
124658122.0,5.2,1.0
124658122.0,5.2,1.0
124658122.0,5.2,1.0
124658122.0,5.2,1.0
124658122.0,5.2,1.0
124658122.0,5.2,1.0
124658122.0,5.2,1.0
124619535.0,5.7,4.0
124601359.0,6.6,3.0
124580370.0,7.4,1.0
124580370.0,7.4,1.0
124580370.0,7.4,1.0
124580370.0,7.4,1.0
124580370.0,7.4,1.0
124580370.0,7.4,1.0
124580370.0,7.4,1.0
124462747.0,6.4,1.0
124462747.0,6.4,1.0
124462747.0,6.4,1.0
124462747.0,6.4,1.0
124462747.0,6.4,1.0
124462747.0,6.4,1.0
124462747.0,6.4,1.0
124462747.0,6.4,1.0
124462747.0,6.4,1.0
124462747.0,6.4,1.0
124289559.0,6.7,1.0
124289559.0,6.7,1.0
124289559.0,6.7,1.0
124289559.0,6.7,1.0
124108354.0,7.1,3.0
123798146.0,6.1,2.0
123777614.0,5.8,2.0
123673388.0,7.4,2.0
123558308.0,5.6,1.0
123558308.0,5.6,1.0
123558308.0,5.6,1.0
123558308.0,5.6,1.0
123558308.0,5.6,1.0
123558308.0,5.6,1.0
123558308.0,5.6,1.0
123558308.0,5.6,1.0
123550139.0,6.6,4.0
123466854.0,6.5,2.0
123431491.0,6.4,2.0
123306676.0,7.7,3.0
123191355.0,7.0,4.0
122992307.0,7.4,7.0
122855761.0,6.8,2.0
122744569.0,6.6,6.0
122639327.0,5.8,2.0
122571452.0,7.3,2.0
122554027.0,7.2,2.0
122281147.0,7.4,4.0
122176952.0,6.0,3.0
122080433.0,6.1,2.0
122006380.0,7.2,3.0
122002182.0,5.9,3.0
121854710.0,6.4,4.0
121822265.0,7.2,4.0
121810851.0,6.6,2.0
121791139.0,6.2,6.0
121431905.0,6.7,5.0
121421963.0,6.8,1.0
121421963.0,6.8,1.0
121306027.0,5.6,1.0
121306027.0,5.6,1.0
121306027.0,5.6,1.0
121306027.0,5.6,1.0
121279807.0,7.0,2.0
121257918.0,5.7,3.0
120986230.0,7.6,7.0
120858376.0,5.7,3.0
120812811.0,7.6,1.0
120812811.0,7.6,1.0
120812811.0,7.6,1.0
120812811.0,7.6,1.0
120812811.0,7.6,1.0
120812811.0,7.6,1.0
120812811.0,7.6,1.0
120812811.0,7.6,1.0
120812811.0,7.6,1.0
120812811.0,7.6,1.0
120782724.0,5.8,3.0
120510090.0,7.0,2.0
120385356.0,6.6,2.0
120327140.0,7.0,8.0
120252735.0,6.1,3.0
119748440.0,6.6,2.0
119614897.0,6.4,2.0
119555906.0,6.3,2.0
119518802.0,7.1,12.0
119515338.0,6.5,2.0
119315955.0,5.8,2.0
119289386.0,7.0,2.0
119254020.0,6.6,2.0
119036779.0,6.8,1.0
119036779.0,6.8,1.0
119036779.0,6.8,1.0
119036779.0,6.8,1.0
119036779.0,6.8,1.0
119036779.0,6.8,1.0
118952334.0,6.7,3.0
118941981.0,7.5,1.0
118941981.0,7.5,1.0
118941981.0,7.5,1.0
118838824.0,6.8,4.0
118724354.0,7.4,2.0
118716087.0,6.4,2.0
118608660.0,7.6,3.0
118453769.0,6.6,6.0
118198523.0,6.8,2.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118126635.0,6.7,1.0
118119111.0,7.2,2.0
117972734.0,6.8,2.0
117888183.0,7.2,2.0
117759115.0,6.9,15.0
117746304.0,6.1,4.0
117456734.0,6.8,38.0
117406041.0,6.6,6.0
117379217.0,7.5,6.0
117300639.0,7.2,1.0
117300639.0,7.2,1.0
117300639.0,7.2,1.0
117300639.0,7.2,1.0
117300639.0,7.2,1.0
117184713.0,7.0,3.0
117098178.0,4.8,1.0
117098178.0,4.8,1.0
117098178.0,4.8,1.0
117098178.0,4.8,1.0
117098178.0,4.8,1.0
117098178.0,4.8,1.0
117098178.0,4.8,1.0
117098178.0,4.8,1.0
117098178.0,4.8,1.0
117098178.0,4.8,1.0
117049060.0,6.6,4.0
116907357.0,5.5,2.0
116878248.0,7.5,7.0
116871618.0,7.1,5.0
116768053.0,6.1,1.0
116768053.0,6.1,1.0
116768053.0,6.1,1.0
116768053.0,6.1,1.0
116768053.0,6.1,1.0
116768053.0,6.1,1.0
116768053.0,6.1,1.0
116768053.0,6.1,1.0
116768053.0,6.1,1.0
116716536.0,6.2,1.0
116716536.0,6.2,1.0
116716536.0,6.2,1.0
116716536.0,6.2,1.0
116716536.0,6.2,1.0
116716536.0,6.2,1.0
116716536.0,6.2,1.0
116716536.0,6.2,1.0
116716536.0,6.2,1.0
116685528.0,7.2,7.0
116629957.0,6.8,4.0
116625762.0,7.1,3.0
116547258.0,7.2,2.0
116326219.0,6.7,1.0
116326219.0,6.7,1.0
116326219.0,6.7,1.0
116326219.0,6.7,1.0
116326219.0,6.7,1.0
116210175.0,6.8,5.0
116172149.0,5.9,2.0
116112000.0,7.6,1.0
116112000.0,7.6,1.0
116112000.0,7.6,1.0
116112000.0,7.6,1.0
116112000.0,7.6,1.0
116112000.0,7.6,1.0
116112000.0,7.6,1.0
116112000.0,7.6,1.0
116112000.0,7.6,1.0
116112000.0,7.6,1.0
116104885.0,5.9,1.0
116104885.0,5.9,1.0
116104885.0,5.9,1.0
116104885.0,5.9,1.0
116104885.0,5.9,1.0
116104885.0,5.9,1.0
116104885.0,5.9,1.0
116061989.0,6.8,2.0
115909646.0,6.6,3.0
115897150.0,6.7,1.0
115897150.0,6.7,1.0
115897150.0,6.7,1.0
115882091.0,6.3,3.0
115819324.0,6.6,12.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115800955.0,5.5,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115658686.0,6.6,1.0
115431464.0,7.3,5.0
115291732.0,5.2,2.0
115061290.0,6.4,2.0
115007295.0,6.6,17.0
114945929.0,6.2,4.0
114904901.0,6.3,3.0
114850529.0,7.8,2.0
114800490.0,6.5,13.0
114791066.0,7.4,2.0
114742462.0,6.7,6.0
114639599.0,6.8,2.0
114639565.0,7.4,1.0
114639565.0,7.4,1.0
114639565.0,7.4,1.0
114639565.0,7.4,1.0
114639565.0,7.4,1.0
114639565.0,7.4,1.0
114639565.0,7.4,1.0
114471700.0,7.4,3.0
114339317.0,6.9,4.0
114269159.0,6.1,1.0
114269159.0,6.1,1.0
114269159.0,6.1,1.0
114269159.0,6.1,1.0
114269159.0,6.1,1.0
114097668.0,6.1,6.0
114040546.0,6.5,4.0
113970771.0,6.6,7.0
113879122.0,6.8,2.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113820781.0,6.0,1.0
113607418.0,8.1,1.0
113607418.0,8.1,1.0
113607418.0,8.1,1.0
113607418.0,8.1,1.0
113607418.0,8.1,1.0
113607418.0,8.1,1.0
113607418.0,8.1,1.0
113282293.0,7.6,3.0
113201298.0,6.6,3.0
113184503.0,6.6,2.0
112947360.0,4.8,2.0
112852505.0,6.6,3.0
112762414.0,7.8,1.0
112762414.0,7.8,1.0
112762414.0,7.8,1.0
112762414.0,7.8,1.0
112762414.0,7.8,1.0
112762414.0,7.8,1.0
112762414.0,7.8,1.0
112502153.0,7.0,4.0
112398037.0,6.8,5.0
112246328.0,4.8,1.0
112163414.0,6.5,3.0
112130715.0,6.7,2.0
112118938.0,7.8,3.0
112013057.0,6.4,2.0
112001790.0,6.6,2.0
111997308.0,7.8,2.0
111997308.0,7.8,2.0
111943010.0,6.8,1.0
111943010.0,6.8,1.0
111943010.0,6.8,1.0
111943010.0,6.8,1.0
111943010.0,6.8,1.0
111943010.0,6.8,1.0
111943010.0,6.8,1.0
111943010.0,6.8,1.0
111943010.0,6.8,1.0
111943010.0,6.8,1.0
111889345.0,7.1,5.0
111777185.0,7.0,4.0
111769617.0,7.2,2.0
111650726.0,5.3,1.0
111650726.0,5.3,1.0
111650726.0,5.3,1.0
111650726.0,5.3,1.0
111650726.0,5.3,1.0
111650726.0,5.3,1.0
111650726.0,5.3,1.0
111623754.0,6.8,2.0
111608576.0,7.0,5.0
111477777.0,6.4,4.0
111244406.0,6.0,2.0
111082977.0,6.2,2.0
111039843.0,6.8,2.0
110970749.0,7.5,1.0
110970749.0,7.5,1.0
110970749.0,7.5,1.0
110970749.0,7.5,1.0
110970749.0,7.5,1.0
110970749.0,7.5,1.0
110970749.0,7.5,1.0
110970749.0,7.5,1.0
110970749.0,7.5,1.0
110912179.0,6.8,14.0
110820629.0,6.4,3.0
110618597.0,6.9,2.0
110583920.0,7.6,3.0
110498728.0,6.3,4.0
110449567.0,6.8,4.0
110293369.0,7.1,4.0
110258857.0,7.6,4.0
110215400.0,6.8,1.0
110215400.0,6.8,1.0
110215400.0,6.8,1.0
110215400.0,6.8,1.0
110215400.0,6.8,1.0
110210551.0,4.3,1.0
110210551.0,4.3,1.0
110210551.0,4.3,1.0
110210551.0,4.3,1.0
110210551.0,4.3,1.0
110210551.0,4.3,1.0
110210551.0,4.3,1.0
110210551.0,4.3,1.0
110210551.0,4.3,1.0
110105845.0,6.9,12.0
110057016.0,7.0,2.0
109780070.0,7.3,3.0
109570560.0,6.7,2.0
109500721.0,6.6,2.0
109414941.0,7.8,1.0
109414941.0,7.8,1.0
109414941.0,7.8,1.0
109414941.0,7.8,1.0
109414941.0,7.8,1.0
109414941.0,7.8,1.0
109414941.0,7.8,1.0
109306794.0,5.4,2.0
109231742.0,7.6,2.0
109177011.0,6.3,2.0
109030001.0,6.9,1.0
109030001.0,6.9,1.0
109030001.0,6.9,1.0
109030001.0,6.9,1.0
109030001.0,6.9,1.0
109030001.0,6.9,1.0
109030001.0,6.9,1.0
109030001.0,6.9,1.0
108912987.0,7.4,1.0
108912987.0,7.4,1.0
108912987.0,7.4,1.0
108912987.0,7.4,1.0
108912987.0,7.4,1.0
108912987.0,7.4,1.0
108794208.0,4.3,1.0
108794208.0,4.3,1.0
108794208.0,4.3,1.0
108794208.0,4.3,1.0
108794208.0,4.3,1.0
108786055.0,4.9,2.0
108682936.0,6.8,2.0
108620116.0,7.3,3.0
108577433.0,7.6,2.0
108503878.0,6.7,60.0
108494242.0,6.6,2.0
108473165.0,6.4,3.0
108468681.0,7.6,2.0
108342980.0,6.8,8.0
108324615.0,6.9,4.0
108221881.0,6.0,1.0
108221881.0,6.0,1.0
108221881.0,6.0,1.0
108221881.0,6.0,1.0
108221881.0,6.0,1.0
108208503.0,6.3,6.0
108110858.0,6.7,3.0
107999583.0,6.5,1.0
107999583.0,6.5,1.0
107999583.0,6.5,1.0
107999583.0,6.5,1.0
107999583.0,6.5,1.0
107999583.0,6.5,1.0
107999583.0,6.5,1.0
107999583.0,6.5,1.0
107999583.0,6.5,1.0
107999583.0,6.5,1.0
107999583.0,6.5,1.0
107910058.0,6.6,22.0
107883456.0,7.4,4.0
107857733.0,6.6,2.0
107753356.0,7.0,2.0
107748855.0,6.6,9.0
107714093.0,6.4,2.0
107579066.0,6.3,4.0
107570494.0,7.2,1.0
107570494.0,7.2,1.0
107570494.0,7.2,1.0
107570494.0,7.2,1.0
107570494.0,7.2,1.0
107570494.0,7.2,1.0
107570494.0,7.2,1.0
107498403.0,7.3,1.0
107498403.0,7.3,1.0
107498403.0,7.3,1.0
107498403.0,7.3,1.0
107498403.0,7.3,1.0
107498403.0,7.3,1.0
107498403.0,7.3,1.0
107498403.0,7.3,1.0
107498403.0,7.3,1.0
107498403.0,7.3,1.0
107487997.0,5.3,3.0
107405345.0,7.6,1.0
107405345.0,7.6,1.0
107405345.0,7.6,1.0
107405345.0,7.6,1.0
107405345.0,7.6,1.0
107405345.0,7.6,1.0
107225390.0,6.7,9.0
106995951.0,7.5,1.0
106995951.0,7.5,1.0
106995951.0,7.5,1.0
106995951.0,7.5,1.0
106927679.0,6.6,2.0
106857113.0,6.2,2.0
106846354.0,5.9,5.0
106703296.0,7.3,1.0
106703296.0,7.3,1.0
106703296.0,7.3,1.0
106703296.0,7.3,1.0
106703296.0,7.3,1.0
106597328.0,6.8,5.0
106588453.0,6.6,8.0
106457549.0,7.7,2.0
106402815.0,7.1,3.0
106328732.0,6.2,2.0
106223228.0,7.1,1.0
106223228.0,7.1,1.0
106223228.0,7.1,1.0
106223228.0,7.1,1.0
106223228.0,7.1,1.0
106191194.0,6.7,15.0
106188954.0,6.6,9.0
106099141.0,6.4,8.0
106061070.0,6.4,1.0
106061070.0,6.4,1.0
106061070.0,6.4,1.0
106061070.0,6.4,1.0
106061070.0,6.4,1.0
106009464.0,7.0,6.0
105936512.0,7.9,1.0
105936512.0,7.9,1.0
105936512.0,7.9,1.0
105936512.0,7.9,1.0
105936512.0,7.9,1.0
105936512.0,7.9,1.0
105936512.0,7.9,1.0
105936512.0,7.9,1.0
105936512.0,7.9,1.0
105889747.0,6.4,2.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105743836.0,6.6,1.0
105684988.0,6.5,1.0
105684988.0,6.5,1.0
105684988.0,6.5,1.0
105684988.0,6.5,1.0
105490674.0,6.5,3.0
105225912.0,6.8,4.0
105161767.0,6.5,5.0
105101861.0,6.4,2.0
104916779.0,6.3,7.0
104709208.0,7.0,5.0
104686460.0,6.6,1.0
104686460.0,6.6,1.0
104686460.0,6.6,1.0
104686460.0,6.6,1.0
104686460.0,6.6,1.0
104686460.0,6.6,1.0
104560646.0,6.3,6.0
104518735.0,6.4,1.0
104518735.0,6.4,1.0
104518735.0,6.4,1.0
104518735.0,6.4,1.0
104518735.0,6.4,1.0
104518735.0,6.4,1.0
104518735.0,6.4,1.0
104331148.0,6.5,1.0
104331148.0,6.5,1.0
104331148.0,6.5,1.0
104331148.0,6.5,1.0
104328593.0,5.8,2.0
104264259.0,5.6,2.0
104204529.0,5.4,2.0
103958337.0,6.4,7.0
103841599.0,7.1,1.0
103841599.0,7.1,1.0
103841599.0,7.1,1.0
103841599.0,7.1,1.0
103841599.0,7.1,1.0
103841599.0,7.1,1.0
103841599.0,7.1,1.0
103841599.0,7.1,1.0
103841599.0,7.1,1.0
103841599.0,7.1,1.0
103841599.0,7.1,1.0
103774853.0,6.9,3.0
103671534.0,7.2,2.0
103529582.0,4.8,2.0
103497890.0,8.2,1.0
103497890.0,8.2,1.0
103497890.0,8.2,1.0
103497890.0,8.2,1.0
103494456.0,5.9,2.0
103222457.0,6.6,2.0
103143460.0,7.2,5.0
102946099.0,6.8,1.0
102946099.0,6.8,1.0
102946099.0,6.8,1.0
102946099.0,6.8,1.0
102946099.0,6.8,1.0
102946099.0,6.8,1.0
102946099.0,6.8,1.0
102946099.0,6.8,1.0
102859634.0,6.7,2.0
102814983.0,6.8,2.0
102652299.0,5.8,3.0
102625752.0,6.1,5.0
102583147.0,6.4,3.0
102437873.0,7.6,4.0
102430425.0,7.0,5.0
102426004.0,7.8,1.0
102426004.0,7.8,1.0
102426004.0,7.8,1.0
102426004.0,7.8,1.0
102426004.0,7.8,1.0
102349346.0,6.3,3.0
102290968.0,7.0,1.0
102290968.0,7.0,1.0
102290968.0,7.0,1.0
102290968.0,7.0,1.0
102290968.0,7.0,1.0
102290968.0,7.0,1.0
102089229.0,7.2,5.0
102050877.0,6.2,2.0
102031045.0,7.0,5.0
101986293.0,6.7,4.0
101869995.0,6.6,14.0
101864819.0,6.3,3.0
101720318.0,6.9,3.0
101656528.0,7.8,1.0
101656528.0,7.8,1.0
101656528.0,7.8,1.0
101656528.0,7.8,1.0
101616343.0,7.4,1.0
101616343.0,7.4,1.0
101616343.0,7.4,1.0
101616343.0,7.4,1.0
101616343.0,7.4,1.0
101616343.0,7.4,1.0
101616343.0,7.4,1.0
101611045.0,7.0,4.0
101394521.0,6.4,5.0
101387024.0,7.2,9.0
101338568.0,6.7,5.0
101174933.0,7.1,6.0
101104068.0,7.8,2.0
101056766.0,6.4,2.0
101030397.0,6.8,4.0
100749694.0,6.8,10.0
100691829.0,6.6,2.0
100479966.0,6.3,4.0
100319753.0,5.6,2.0
100274622.0,7.2,4.0
100200654.0,6.1,1.0
100200654.0,6.1,1.0
100200654.0,6.1,1.0
100200654.0,6.1,1.0
100200654.0,6.1,1.0
100200654.0,6.1,1.0
100200654.0,6.1,1.0
100200654.0,6.1,1.0
100200654.0,6.1,1.0
100200654.0,6.1,1.0
100143883.0,8.1,1.0
100143883.0,8.1,1.0
100143883.0,8.1,1.0
100143883.0,8.1,1.0
100143883.0,8.1,1.0
99899677.0,6.5,5.0
99876005.0,6.8,7.0
99795626.0,7.2,5.0
99782657.0,6.0,2.0
99671615.0,6.7,1.0
99671615.0,6.7,1.0
99671615.0,6.7,1.0
99671615.0,6.7,1.0
99671615.0,6.7,1.0
99671615.0,6.7,1.0
99671615.0,6.7,1.0
99671615.0,6.7,1.0
99671615.0,6.7,1.0
99607544.0,6.4,2.0
99583518.0,7.6,2.0
99202288.0,6.4,3.0
99019029.0,6.4,3.0
98952046.0,7.9,1.0
